epoch,eval_R2,iteration,model_best_val_score,model_loss,model_val_score,step,train_R2,train_dataset_size,val_dataset_size
0.0,0.3275640308856964,0.0,2.93276309967041,3.5089118480682373,2.93276309967041,1,-1.1347535848617554,50.0,0.0
1.0,0.3413337767124176,0.0,2.8688368797302246,3.3944320678710938,2.8688368797302246,2,-1.003075122833252,50.0,0.0
2.0,0.355251282453537,0.0,2.804405689239502,3.287442445755005,2.804405689239502,3,-0.8861756324768066,50.0,0.0
3.0,0.36935439705848694,0.0,2.739474058151245,3.187588930130005,2.739474058151245,4,-0.7868602275848389,50.0,0.0
4.0,0.3836356997489929,0.0,2.6740641593933105,3.0945065021514893,2.6740641593933105,5,-0.7012587785720825,50.0,0.0
5.0,0.39807969331741333,0.0,2.608213186264038,3.0078299045562744,2.608213186264038,6,-0.6249040961265564,50.0,0.0
6.0,0.41266918182373047,0.0,2.5419704914093018,2.9271960258483887,2.5419704914093018,7,-0.5554717183113098,50.0,0.0
7.0,0.4273815155029297,0.0,2.4753990173339844,2.8522472381591797,2.4753990173339844,8,-0.491739958524704,50.0,0.0
8.0,0.44218817353248596,0.0,2.4085745811462402,2.782637357711792,2.4085745811462402,9,-0.4330306649208069,50.0,0.0
9.0,0.4570561945438385,0.0,2.341592311859131,2.718031644821167,2.341592311859131,10,-0.378909170627594,50.0,0.0
0.0,0.47450682520866394,1.0,1.9136402606964111,2.465984582901001,1.9136402606964111,11,-0.6254156827926636,70.0,0.0
1.0,0.48938700556755066,1.0,1.8573386669158936,2.4203364849090576,1.8573386669158936,12,-0.5867037773132324,70.0,0.0
2.0,0.5046256184577942,1.0,1.8012573719024658,2.3777711391448975,1.8012573719024658,13,-0.5447610020637512,70.0,0.0
3.0,0.51995450258255,1.0,1.745645523071289,2.3381221294403076,1.745645523071289,14,-0.501114010810852,70.0,0.0
4.0,0.5351597666740417,1.0,1.690753698348999,2.3012688159942627,1.690753698348999,15,-0.45718106627464294,70.0,0.0
5.0,0.5500775575637817,1.0,1.6368235349655151,2.267094850540161,1.6368235349655151,16,-0.41427046060562134,70.0,0.0
6.0,0.5645867586135864,1.0,1.5840797424316406,2.2354776859283447,1.5840797424316406,17,-0.3735146224498749,70.0,0.0
7.0,0.5786011815071106,1.0,1.5327280759811401,2.206292152404785,1.5327280759811401,18,-0.3358251452445984,70.0,0.0
8.0,0.5920626521110535,1.0,1.4829494953155518,2.179408550262451,1.4829494953155518,19,-0.301870197057724,70.0,0.0
9.0,0.604934811592102,1.0,1.4348963499069214,2.154691457748413,1.4348963499069214,20,-0.272070974111557,70.0,0.0
0.0,0.6388463973999023,2.0,1.3316162824630737,2.0920066833496094,1.3316162824630737,21,-0.21211767196655273,90.0,0.0
1.0,0.6499096751213074,2.0,1.2902911901474,2.072946548461914,1.2902911901474,22,-0.1923145055770874,90.0,0.0
2.0,0.660315990447998,2.0,1.250380039215088,2.0548298358917236,1.250380039215088,23,-0.1761990487575531,90.0,0.0
3.0,0.6700803637504578,2.0,1.212050437927246,2.0377612113952637,1.212050437927246,24,-0.16411049664020538,90.0,0.0
4.0,0.6792250275611877,2.0,1.175412893295288,2.021789073944092,1.175412893295288,25,-0.15606065094470978,90.0,0.0
5.0,0.6877777576446533,2.0,1.1405317783355713,2.006917715072632,1.1405317783355713,26,-0.15181410312652588,90.0,0.0
6.0,0.6957686543464661,2.0,1.1074362993240356,1.9931221008300781,1.1074362993240356,27,-0.15093161165714264,90.0,0.0
7.0,0.7032288908958435,2.0,1.0761274099349976,1.980354905128479,1.0761274099349976,28,-0.15281283855438232,90.0,0.0
8.0,0.71019047498703,2.0,1.0465803146362305,1.9685513973236084,1.0465803146362305,29,-0.15674331784248352,90.0,0.0
9.0,0.7166849374771118,2.0,1.0187500715255737,1.9576363563537598,1.0187500715255737,30,-0.1619414985179901,90.0,0.0
0.0,0.7400627136230469,3.0,0.9115565419197083,1.9111442565917969,0.9115565419197083,31,-0.16421356797218323,110.0,0.0
1.0,0.7454452514648438,3.0,0.8888033628463745,1.9026111364364624,0.8888033628463745,32,-0.1690034419298172,110.0,0.0
2.0,0.7504717111587524,3.0,0.8672377467155457,1.8944616317749023,0.8672377467155457,33,-0.17394597828388214,110.0,0.0
3.0,0.75516277551651,3.0,0.8468586206436157,1.8867075443267822,0.8468586206436157,34,-0.178707554936409,110.0,0.0
4.0,0.7595393657684326,3.0,0.8276416659355164,1.8793394565582275,0.8276416659355164,35,-0.1829296052455902,110.0,0.0
5.0,0.7636222839355469,3.0,0.80954909324646,1.8723387718200684,0.80954909324646,36,-0.1862395703792572,110.0,0.0
6.0,0.7674316167831421,3.0,0.7925371527671814,1.865679383277893,0.7925371527671814,37,-0.18827702105045319,110.0,0.0
7.0,0.7709863781929016,3.0,0.7765585780143738,1.859336256980896,0.7765585780143738,38,-0.18873651325702667,110.0,0.0
8.0,0.7743039727210999,3.0,0.7615674138069153,1.853284239768982,0.7615674138069153,39,-0.18740208446979523,110.0,0.0
9.0,0.7774006128311157,3.0,0.7475169897079468,1.847503662109375,0.7475169897079468,40,-0.18415477871894836,110.0,0.0
0.0,0.7787702679634094,4.0,0.7513630986213684,1.8514528274536133,0.7513630986213684,41,-0.19228006899356842,130.0,0.0
1.0,0.7813396453857422,4.0,0.7387635707855225,1.8462079763412476,0.7387635707855225,42,-0.18569394946098328,130.0,0.0
2.0,0.7837201356887817,4.0,0.7269262075424194,1.840965986251831,0.7269262075424194,43,-0.17867566645145416,130.0,0.0
3.0,0.7859221696853638,4.0,0.7158481478691101,1.8357751369476318,0.7158481478691101,44,-0.17133881151676178,130.0,0.0
4.0,0.7879561185836792,4.0,0.7055190801620483,1.830676794052124,0.7055190801620483,45,-0.16379210352897644,130.0,0.0
5.0,0.7898318767547607,4.0,0.6959198117256165,1.825703740119934,0.6959198117256165,46,-0.15612004697322845,130.0,0.0
6.0,0.791559100151062,4.0,0.6870248913764954,1.8208798170089722,0.6870248913764954,47,-0.1483677327632904,130.0,0.0
7.0,0.7931483387947083,4.0,0.6788012385368347,1.8162211179733276,0.6788012385368347,48,-0.14054058492183685,130.0,0.0
8.0,0.7946093678474426,4.0,0.6712112426757812,1.8117367029190063,0.6712112426757812,49,-0.13261599838733673,130.0,0.0
9.0,0.7959522008895874,4.0,0.6642125248908997,1.8074309825897217,0.6642125248908997,50,-0.12456274032592773,130.0,0.0
0.0,0.8035908937454224,5.0,0.6434419751167297,1.796586036682129,0.6434419751167297,51,-0.10794439911842346,150.0,0.0
1.0,0.8047131896018982,5.0,0.6434419751167297,1.7925387620925903,0.637864351272583,52,-0.09790810197591782,150.0,0.0
2.0,0.8057785034179688,5.0,0.6326487064361572,1.7883810997009277,0.6326487064361572,53,-0.08616231381893158,150.0,0.0
3.0,0.8067881464958191,5.0,0.6326487064361572,1.7841817140579224,0.6277746558189392,54,-0.07324136793613434,150.0,0.0
4.0,0.8077455163002014,5.0,0.6232162117958069,1.7799978256225586,0.6232162117958069,55,-0.059654779732227325,150.0,0.0
