env_step,episode_reward,step,trial
4.0,1.4789473684210526,1,1.0
8.0,0.9636363636363636,2,2.0
12.0,1.0393939393939393,3,3.0
16.0,1.0416666666666667,4,4.0
20.0,0.875,5,5.0
24.0,0.6203703703703705,6,6.0
28.0,0.0,7,7.0
32.0,0.07692307692307693,8,8.0
36.0,0.6217948717948718,9,9.0
40.0,0.0,10,10.0
44.0,1.573717948717949,11,11.0
48.0,1.0854700854700856,12,12.0
52.0,1.2968253968253969,13,13.0
56.0,1.3324675324675326,14,14.0
60.0,1.183838383838384,15,15.0
64.0,1.0757575757575757,16,16.0
68.0,1.3782051282051282,17,17.0
72.0,0.9053030303030303,18,18.0
76.0,1.2,19,19.0
80.0,0.9696969696969697,20,20.0
84.0,0.8444444444444444,21,21.0
88.0,0.8928571428571429,22,22.0
92.0,0.8,23,23.0
96.0,0.9804329004329004,24,24.0
100.0,0.8901463144026073,25,25.0
104.0,0.0,26,26.0
108.0,0.0,27,27.0
112.0,0.7727272727272727,28,28.0
116.0,0.1111111111111111,29,29.0
120.0,0.7361111111111112,30,30.0
124.0,2.8271103896103895,31,31.0
128.0,2.3,32,32.0
132.0,2.0217391304347827,33,33.0
136.0,1.8165966386554624,34,34.0
140.0,2.4393939393939394,35,35.0
144.0,3.0555555555555554,36,36.0
148.0,2.737878787878788,37,37.0
152.0,3.0238095238095237,38,38.0
156.0,2.747129186602871,39,39.0
160.0,2.64,40,40.0
164.0,2.694230769230769,41,41.0
168.0,2.4259615384615385,42,42.0
172.0,2.6,43,43.0
176.0,2.55,44,44.0
180.0,3.1045454545454545,45,45.0
184.0,2.379370629370629,46,46.0
188.0,2.9583333333333335,47,47.0
192.0,2.637878787878788,48,48.0
196.0,2.1142543859649123,49,49.0
200.0,3.126388888888889,50,50.0
204.0,3.1645962732919255,51,51.0
208.0,2.567210567210567,52,52.0
212.0,2.0815681902638428,53,53.0
216.0,2.2927170868347337,54,54.0
220.0,3.1901002506265663,55,55.0
224.0,2.726423902894491,56,56.0
228.0,2.640530303030303,57,57.0
232.0,2.951089845826688,58,58.0
236.0,2.464882943143813,59,59.0
240.0,2.8203668564199873,60,60.0
244.0,3.059288537549407,61,61.0
248.0,2.5718580765639585,62,62.0
252.0,3.51379679144385,63,63.0
256.0,2.5865164583700055,64,64.0
260.0,2.747115384615385,65,65.0
264.0,3.32736013986014,66,66.0
268.0,2.7744159864902898,67,67.0
272.0,3.1136363636363638,68,68.0
276.0,1.8585526315789473,69,69.0
280.0,3.15,70,70.0
284.0,3.3125,71,71.0
288.0,2.825264888564121,72,72.0
292.0,3.2096034400382227,73,73.0
296.0,3.3375,74,74.0
300.0,2.6453399541634837,75,75.0
304.0,2.814102564102564,76,76.0
308.0,2.8384615384615386,77,77.0
312.0,3.0174242424242426,78,78.0
316.0,3.492941840767928,79,79.0
320.0,3.2297410192147034,80,80.0
324.0,2.71035631035631,81,81.0
328.0,2.8940486037260227,82,82.0
332.0,2.4796918767507004,83,83.0
336.0,2.380392156862745,84,84.0
340.0,2.7393162393162394,85,85.0
344.0,3.184848484848485,86,86.0
348.0,2.63979020979021,87,87.0
352.0,3.4682539682539684,88,88.0
356.0,2.714076858813701,89,89.0
360.0,2.4468722711756765,90,90.0
364.0,2.8857142857142857,91,91.0
368.0,3.306277056277056,92,92.0
372.0,3.3127705627705626,93,93.0
376.0,2.3229813664596275,94,94.0
380.0,2.850089126559715,95,95.0
384.0,3.1863636363636365,96,96.0
388.0,2.4499999999999997,97,97.0
392.0,3.2108262108262107,98,98.0
396.0,2.7,99,99.0
400.0,3.2614459815546772,100,100.0
404.0,3.4962732919254655,101,101.0
408.0,2.5946275946275947,102,102.0
412.0,3.2050960735171263,103,103.0
416.0,2.8892386385992523,104,104.0
420.0,2.7203174603174602,105,105.0
424.0,2.7446886446886443,106,106.0
428.0,3.233690946734425,107,107.0
432.0,2.6892712550607287,108,108.0
436.0,2.6969696969696972,109,109.0
440.0,2.2953363062058716,110,110.0
444.0,1.601731601731602,111,111.0
448.0,2.980919080919081,112,112.0
452.0,2.608888888888889,113,113.0
456.0,2.8720651897122482,114,114.0
460.0,3.377599524658348,115,115.0
464.0,2.882242757242757,116,116.0
468.0,2.935897435897436,117,117.0
