epoch,eval_R2,iteration,model_best_val_score,model_loss,model_val_score,step,train_R2,train_dataset_size,val_dataset_size
0.0,-14.7103271484375,0.0,0.037169214338064194,0.9472004771232605,0.037169214338064194,1,-920.1075439453125,50.0,0.0
1.0,-13.50207805633545,0.0,0.03451310843229294,0.9195383191108704,0.03451310843229294,2,-833.5946655273438,50.0,0.0
2.0,-12.397642135620117,0.0,0.03207215666770935,0.8923801183700562,0.03207215666770935,3,-754.0596313476562,50.0,0.0
3.0,-11.38711166381836,0.0,0.029829811304807663,0.8656884431838989,0.029829811304807663,4,-680.4705200195312,50.0,0.0
4.0,-10.46074104309082,0.0,0.027767686173319817,0.8394185900688171,0.027767686173319817,5,-612.781494140625,50.0,0.0
5.0,-9.611659049987793,0.0,0.025870073586702347,0.8135214447975159,0.025870073586702347,6,-550.9315185546875,50.0,0.0
6.0,-8.83375358581543,0.0,0.024122968316078186,0.7879505157470703,0.024122968316078186,7,-494.78399658203125,50.0,0.0
7.0,-8.121142387390137,0.0,0.022513797506690025,0.7626658082008362,0.022513797506690025,8,-444.1463928222656,50.0,0.0
8.0,-7.468019008636475,0.0,0.02103062905371189,0.7376309633255005,0.02103062905371189,9,-398.7705078125,50.0,0.0
9.0,-6.868614673614502,0.0,0.019662082195281982,0.7128097414970398,0.019662082195281982,10,-358.34710693359375,50.0,0.0
0.0,-6.101856231689453,1.0,0.01876731961965561,0.6787921190261841,0.01876731961965561,11,-421.0292053222656,70.0,0.0
1.0,-5.6560821533203125,1.0,0.017817828804254532,0.6550922393798828,0.017817828804254532,12,-381.5636291503906,70.0,0.0
2.0,-5.2084832191467285,1.0,0.01686832681298256,0.6313058137893677,0.01686832681298256,13,-346.469970703125,70.0,0.0
3.0,-4.765252113342285,1.0,0.01592964679002762,0.6074279546737671,0.01592964679002762,14,-315.391845703125,70.0,0.0
4.0,-4.3328423500061035,1.0,0.015011997893452644,0.5834551453590393,0.015011997893452644,15,-287.9212646484375,70.0,0.0
5.0,-3.9170186519622803,1.0,0.014124168083071709,0.5593862533569336,0.014124168083071709,16,-263.6497497558594,70.0,0.0
6.0,-3.52215838432312,1.0,0.013272878713905811,0.5352219343185425,0.013272878713905811,17,-242.18775939941406,70.0,0.0
7.0,-3.1510937213897705,1.0,0.012462646700441837,0.5109621286392212,0.012462646700441837,18,-223.17529296875,70.0,0.0
8.0,-2.8052845001220703,1.0,0.011695967987179756,0.48660579323768616,0.011695967987179756,19,-206.28762817382812,70.0,0.0
9.0,-2.4849886894226074,1.0,0.01097352709621191,0.46215102076530457,0.01097352709621191,20,-191.23684692382812,70.0,0.0
0.0,-2.3213863372802734,2.0,0.01120144035667181,0.43564942479133606,0.01120144035667181,21,-166.1733856201172,90.0,0.0
1.0,-2.047739267349243,2.0,0.01052152831107378,0.41110700368881226,0.01052152831107378,22,-154.57933044433594,90.0,0.0
2.0,-1.7871195077896118,2.0,0.009836790151894093,0.38624998927116394,0.009836790151894093,23,-144.40000915527344,90.0,0.0
