epoch,eval_R2,iteration,model_best_val_score,model_loss,model_val_score,step,train_R2,train_dataset_size,val_dataset_size
0.0,0.5422543287277222,0.0,3.192599296569824,4.450295925140381,3.192599296569824,1,-1.0611826181411743,50.0,0.0
1.0,0.5570180416107178,0.0,3.084871530532837,4.2650322914123535,3.084871530532837,2,-0.9249007701873779,50.0,0.0
2.0,0.5714106559753418,0.0,2.979933261871338,4.0927276611328125,2.979933261871338,3,-0.8008154630661011,50.0,0.0
3.0,0.5854340195655823,0.0,2.8779215812683105,3.9328372478485107,2.8779215812683105,4,-0.6896518468856812,50.0,0.0
4.0,0.5991016030311584,0.0,2.7789621353149414,3.7847843170166016,2.7789621353149414,5,-0.5922086238861084,50.0,0.0
5.0,0.6124216914176941,0.0,2.6831672191619873,3.647965908050537,2.6831672191619873,6,-0.5085285305976868,50.0,0.0
6.0,0.6253854632377625,0.0,2.59063720703125,3.5217630863189697,2.59063720703125,7,-0.43709224462509155,50.0,0.0
7.0,0.6379726529121399,0.0,2.5014610290527344,3.4055545330047607,2.5014610290527344,8,-0.37540602684020996,50.0,0.0
8.0,0.6501614451408386,0.0,2.415714979171753,3.2987217903137207,2.415714979171753,9,-0.3211979269981384,50.0,0.0
9.0,0.6619328260421753,0.0,2.3334579467773438,3.200655221939087,2.3334579467773438,10,-0.2728113830089569,50.0,0.0
0.0,0.677720308303833,1.0,2.164311170578003,3.3664660453796387,2.164311170578003,11,-0.36357060074806213,70.0,0.0
1.0,0.6869626045227051,1.0,2.1047799587249756,3.288017988204956,2.1047799587249756,12,-0.3324645459651947,70.0,0.0
2.0,0.6961387395858765,1.0,2.04845929145813,3.2145204544067383,2.04845929145813,13,-0.30122384428977966,70.0,0.0
3.0,0.7051520347595215,1.0,1.995444655418396,3.1460981369018555,1.995444655418396,14,-0.27008968591690063,70.0,0.0
4.0,0.7139151096343994,1.0,1.9454898834228516,3.0821871757507324,1.9454898834228516,15,-0.2393203228712082,70.0,0.0
